0.0	0.0
0.2	-0.07888414375564617
0.4	-0.08167434893058904
0.6	-0.08414843419173276
0.8	-0.08584330497844354
1.0	-0.08664700257050677
1.2	-0.0866008511137774
1.4	-0.08620587647582253
1.6	-0.08595153460859156
1.8	-0.08586675746514555
2.0	-0.085768799753383
2.2	-0.08553942166044329
2.4	-0.08515930791613716
2.6	-0.08465606531769351
2.8	-0.08406714080467975
3.0	-0.08342636142799398
3.2	-0.08276002400323879
3.4	-0.08208577936769416
3.6	-0.08141366588454449
3.8	-0.08074890762841341
4.0	-0.08009715691768601
4.2	-0.07952834554946545
4.4	-0.07952413979196622
4.6	-0.08036856881899841
4.8	-0.08070207348179122
5.0	-0.08029401191174868
5.2	-0.07983352654042228
5.4	-0.07942609725032838
5.6	-0.07896530693613604
5.8	-0.07840438837003273
6.0	-0.07780360510907475
6.2	-0.07725041768961223
6.4	-0.0767742833585949
6.6	-0.07634506970622125
6.8	-0.07592216000698343
7.0	-0.07549022210024788
7.2	-0.07506184698953194
7.4	-0.07466232196927394
7.6	-0.07431305655420854
7.8	-0.07402097586493128
8.0	-0.07377668088378085
8.2	-0.0735617012288989
8.4	-0.07336063978558721
8.6	-0.07317032042513062
8.8	-0.07299997328196016
9.0	-0.07286271080441716
9.2	-0.07276585191684924
9.4	-0.07270997803353878
9.403125	-0.0727094287954943
9.40625	-0.0727088897836375
9.409375	-0.07270836099886513
9.4125	-0.07270784247973129
9.415625	-0.07270733427013971
9.41875	-0.07270683642000429
9.421875	-0.07270634898563505
9.425	-0.07270587203099388
9.428125	-0.07270540562836014
9.43125	-0.0727049498598495
9.434375	-0.07270450481859504
9.4375	-0.07270407061036366
9.440625	-0.07270364735543795
9.44375	-0.07270323519029294
9.446875	-0.0727028342702094
9.45	-0.07270244477162754
9.453125	-0.07270206689507648
9.45625	-0.0727017008684025
9.459375	-0.07270134695036067
9.4625	-0.07270100543495803
9.465625	-0.07270067665563441
9.46875	-0.0727003609910809
9.471875	-0.07270005887027252
9.475	-0.07269977077965614
9.478125	-0.07269949726990144
9.48125	-0.0726992389642225
9.484375	-0.07269899656750584
9.4875	-0.07269877087617349
9.490625	-0.0726985627896298
9.49375	-0.07269837332234381
9.496875	-0.07269820361798525
9.5	-0.07269805496458454
9.503125	-0.072697928811659
9.50625	-0.07269782678856072
9.509375	-0.07269775072550873
9.5125	-0.07269770267646324
9.515625	-0.07269768494368226
9.51875	-0.07269770010606288
9.521875	-0.07269775104897082
9.525	-0.072697840997834
9.528125	-0.07269797355432925
9.53125	-0.07269815273655188
9.534375	-0.0726983830222839
9.5375	-0.07269866939678357
9.540625	-0.07269901740436956
9.54375	-0.07269943320475362
9.546875	-0.07269992363442612
9.55	-0.07270049627247718
9.553125	-0.07270115951309901
9.55625	-0.07270192264273886
9.559375	-0.0727027959241115
9.5625	-0.07270379068670167
9.565625	-0.07270491942381119
9.56875	-0.072706195897291
9.571875	-0.07270763524940169
9.575	-0.07270925412316513
9.578125	-0.0727110707901892
9.58125	-0.07271310528830448
9.584375	-0.07271537956647782
9.5875	-0.07271791764033426
9.590625	-0.07272074575675799
9.59375	-0.07272389256744172
9.596875	-0.07272738931340983
9.6	-0.07273127001870629
9.603125	-0.07273557169455373
9.60625	-0.0727403345537814
9.609375	-0.07274560223469516
9.6125	-0.07275142203599981
9.615625	-0.07275784516018066
9.61875	-0.07276492696778582
9.621875	-0.07277272723945127
9.625	-0.07278131044753997
9.628125	-0.07279074603506519
9.63125	-0.07280110870197017
9.634375	-0.0728124786976643
9.6375	-0.07282494211869424
9.640625	-0.07283859120995781
9.64375	-0.07285352466865828
9.646875	-0.07286984794909938
9.65	-0.07288767356593863
9.653125	-0.07290712139506776
9.65625	-0.07292831896819858
9.659375	-0.07295140176046491
9.6625	-0.07297651346675983
9.665625	-0.07300380626472128
9.66875	-0.0730334410611448
9.671875	-0.07306558771752711
9.675	-0.07310042525244212
9.678125	-0.0731381420152869
9.68125	-0.0731789358284483
9.684375	-0.07322301409277307
9.6875	-0.07327059385225788
9.690625	-0.07332190181265213
9.69375	-0.07337717430962619
9.696875	-0.07343665722080088
9.7	-0.07350060581748745
9.703125	-0.07356928454914066
9.70625	-0.07364296675786745
9.709375	-0.07372193431501725
9.7125	-0.07380647717673006
9.715625	-0.0738968928531314
9.71875	-0.07399348578466222
9.721875	-0.07409656662499645
9.725	-0.0742064514212863
9.728125	-0.0743234606929475
9.73125	-0.07444791840303584
9.734375	-0.07458015082049704
9.7375	-0.07472048527183763
9.740625	-0.07486924878114419
9.74375	-0.07502676659895106
9.746875	-0.07519336062019895
9.75	-0.07536934769371237
9.753125	-0.07555503782832364
9.75625	-0.07575073229669595
9.759375	-0.07595672164738837
9.7625	-0.07617328362926126
9.765625	-0.07640068103888982
9.76875	-0.07663915950093429
9.771875	-0.0768889451952016
9.775	-0.0771502425412321
9.778125	-0.07742323185934202
9.78125	-0.07770806702028224
9.784375	-0.07800487310863234
9.7875	-0.07831374411224726
9.790625	-0.07863474066341322
9.79375	-0.07896788785253918
9.796875	-0.0793131731377297
9.8	-0.07967054437248092
9.803125	-0.08003990797655276
9.80625	-0.0804211272752422
9.809375	-0.08081402103103033
9.8125	-0.08121836219035877
9.815625	-0.08163387686859666
9.81875	-0.08206024359690789
9.821875	-0.08249709285114723
9.825	-0.08294400687922733
9.828125	-0.0834005198452675
9.83125	-0.08386611830585512
9.834375	-0.08434024202325106
9.8375	-0.08482228513203713
9.840625	-0.08531159765230044
9.84375	-0.08580748736017595
9.846875	-0.08630922200016748
9.85	-0.08681603183896087
9.853125	-0.08732711254771876
9.85625	-0.08784162838296189
9.859375	-0.08835871566139583
9.8625	-0.08887748648814976
9.865625	-0.08939703271177457
9.86875	-0.08991643007178476
9.871875	-0.09043474250270173
9.875	-0.09095102653987233
9.878125	-0.09146433579964407
9.88125	-0.09197372547334873
9.884375	-0.09247825679537856
9.8875	-0.09297700142498179
9.890625	-0.09346904570524146
9.89375	-0.09395349474852287
9.896875	-0.09442947628118575
9.9	-0.09489614424069155
9.903125	-0.0953526820457652
9.90625	-0.09579830552721486
9.909375	-0.09623226547444294
9.9125	-0.09665384977898878
9.915625	-0.0970623851410411
9.91875	-0.09745723834286191
9.921875	-0.09783781706067657
9.925	-0.09820357023385988
9.928125	-0.098553987978858
9.93125	-0.09888860107531963
9.934375	-0.09920698004120526
9.9375	-0.09950873381795841
9.940625	-0.09979350810825577
