0.0	0.0	0.0
0.2	0.1557665208942621	-3.636663993161177e-12
0.4	0.12138472464615781	7.190563325097763e-12
0.6	0.10722482173662705	1.0238459302475673e-11
0.8	0.09952265378903957	-4.2610124067085475e-12
1.0	0.09481554590759003	8.65377915359914e-12
1.2	0.09184463007529954	-1.0892131812040509e-11
1.4	0.09002768257605459	-9.62275924293207e-12
1.6	0.0889090818623644	1.8219277328110976e-11
1.8	0.08817626940311596	-2.565590341009053e-12
2.0	0.08766740107013854	-1.103008409077002e-12
2.2	0.08730054205911753	-1.0886422020610946e-11
2.4	0.08702930048284135	-3.6441496752327116e-11
2.6	0.08682495822201754	-2.413879003424847e-11
2.8	0.08666872036923542	-1.8971253006148776e-11
3.0	0.08654779412404039	3.578211645035764e-12
3.2	0.08645321091312366	-4.3834925536186504e-11
3.4	0.08637853922478633	6.923506988280556e-11
3.6	0.08631908547279132	-1.4460814678759218e-11
3.8	0.08627137666337004	-1.5992461570107887e-11
4.0	0.08623281750060584	-2.162923276591836e-12
4.2	0.08620149973165427	2.403363814519079e-11
4.4	0.08617607511504849	4.2873786520427537e-11
4.6	0.08615542890824127	2.4398986746725188e-11
4.8	0.08613857326662423	2.628330750865278e-11
5.0	0.08612474104070413	1.4072413445807291e-11
5.2	0.08611335061832767	-6.065628034578513e-12
5.4	0.08610395261777691	9.210765381403702e-12
5.6	0.08609619036916455	2.93879808265577e-11
5.8	0.08608978076077466	-1.4155937111692082e-11
6.0	0.08608449987427559	-2.3048868285860023e-11
6.2	0.08608016393942351	-4.5138458459308954e-11
6.4	0.08607661462689248	8.335338923981756e-11
6.6	0.0860737125287934	5.283250302482212e-12
6.8	0.08607133626919869	6.46561376042299e-11
7.0	0.08606938307665149	9.659095101087975e-13
7.2	0.08606776829350124	9.067364690394048e-12
7.4	0.08606642348214259	4.095525205067383e-11
7.6	0.08606529386834746	3.7546933479665263e-11
7.8	0.08606433581794834	8.14934412675292e-12
8.0	0.08606351465324294	8.37154598490479e-11
8.2	0.08606280285602434	2.9862139210662415e-12
8.4	0.08606217861448302	-1.8811798224205623e-11
8.6	0.08606162465837236	7.2359251397332974e-12
8.8	0.08606112732794566	3.429996304139528e-11
9.0	0.08606067583348695	-4.506154718191776e-11
9.2	0.08606026166481266	-6.002185701465795e-11
9.4	0.08605986479526136	4.27696850710439e-7
9.403125	0.08605985666087926	5.025766307281161e-7
9.40625	0.08605984813277957	5.899256545935821e-7
9.409375	0.08605983914614193	6.91821813941168e-7
9.4125	0.08605982962612739	8.106566971425324e-7
9.415625	0.08605981948620302	9.490385722699933e-7
9.41875	0.0860598086267502	1.1102174081604918e-6
9.421875	0.08605979693321796	1.2973597073512566e-6
9.425	0.08605978427383576	1.5147193728756466e-6
9.428125	0.08605977049722001	1.7670522644324868e-6
9.43125	0.08605975542958982	2.0595488723373645e-6
9.434375	0.08605973887194977	2.3982342959104767e-6
9.4375	0.08605972059626477	2.7900439333508364e-6
9.440625	0.08605970034157215	3.2431985179292063e-6
9.44375	0.08605967780986527	3.7663776008533087e-6
9.446875	0.08605965266076433	4.370166340261376e-6
9.45	0.08605962450605403	5.06613248610308e-6
9.453125	0.08605959290347026	5.867539231999093e-6
9.45625	0.0860595573496047	6.78972160612621e-6
9.459375	0.0860595172721019	7.849833090457709e-6
9.4625	0.08605947202096338	9.067234108122532e-6
9.465625	0.0860594208583843	1.0464020548636611e-5
9.46875	0.08605936294835541	1.2065000632434952e-5
9.471875	0.08605929734422113	1.3898558940401026e-5
9.475	0.08605922297495631	1.599635837199172e-5
9.478125	0.0860591386306288	1.8394155063291587e-5
9.48125	0.08605904294543223	2.113223498863191e-5
9.484375	0.08605893437925793	2.4256004370505642e-5
9.4875	0.08605881119762067	2.7816379057177956e-5
9.490625	0.08605867144855421	3.187082814741186e-5
9.49375	0.08605851293818222	3.6483073303651035e-5
9.496875	0.0860583332033325	4.1725024592993316e-5
9.5	0.08605812948118698	4.7677233658991045e-5
9.503125	0.0860578986765862	5.442908353730407e-5
9.50625	0.08605763732499432	6.208088846181788e-5
9.509375	0.08605734155345923	7.074448482799436e-5
9.5125	0.08605700703674393	8.054400592103514e-5
9.515625	0.08605662894978658	9.1617667355891e-5
9.51875	0.08605620191567424	0.00010411941350111598
9.521875	0.08605571994968687	0.00011821979950985673
9.525	0.08605517639701879	0.0001341079575431107
9.528125	0.08605456386671968	0.0001519930876240039
9.53125	0.0860538741589753	0.0001721071022218881
9.534375	0.08605309818684867	0.00019470561069678306
9.5375	0.08605222589138511	0.00022007093312934354
9.540625	0.08605124615050615	0.0002485143828735057
9.54375	0.08605014668034422	0.00028037855755187643
9.546875	0.08604891392932669	0.0003160399734463182
9.55	0.08604753296425677	0.0003559120266155757
9.553125	0.08604598734870719	0.0004004487274534335
9.55625	0.08604425901227868	0.00045014716035826245
9.559375	0.08604232811113167	0.0005055508842702515
