t f
9.4 -1.2204410978332705e-7
9.4125 -1.303525408734869e-8
9.425 -1.6261420522894592e-8
9.4375 -1.4804593804387682e-8
9.45 1.3378811224783969e-9
9.4625 5.234015341826209e-8
9.475 1.8136357325536812e-7
9.4875 4.7132103568871085e-7
9.5 1.079247473174285e-6
9.5125 2.286409860374235e-6
9.525 4.586839787583223e-6
9.5375 8.823998305213865e-6
9.55 1.639848441354209e-5
9.5625 2.957840966379458e-5
9.575 5.195264005970258e-5
9.5875 8.906468951004262e-5
9.6 0.00014928443467619127
9.6125 0.00024496156576297393
9.625 0.00039390520329063775
9.6375 0.0006212103013440023
9.65 0.0009614203523939588
9.6625 0.0014609559568402666
9.675 0.002180672589218717
9.6875 0.0031983135311782276
9.7 0.004610521573364834
9.7125 0.006533964530553507
9.725 0.009105042056118742
9.7375 0.012477582087821404
9.75 0.016817956504057152
9.7625 0.02229713640922909
9.775 0.02907943136647878
9.7875 0.037307990086311416
9.8 0.047087584793493176
9.8125 0.05846573672807631
9.825 0.0714137721539101
9.8375 0.08580986583646122
9.85 0.10142643214208269
9.8625 0.11792423147699427
9.875 0.13485526478629728
9.8875 0.15167586517764875
9.9 0.16777041083547795
9.9125 0.18248495873975723
9.925 0.1951687933709031
9.9375 0.20522081644744616
9.95 0.21213671582479654
9.9625 0.21555231244616457
9.975 0.21527834334142992
9.9875 0.21132237815311553
10.0 0.20389459658457554
10.0125 0.19339578325983708
10.025 0.1803880567987379
10.0375 0.16555107916058698
10.05 0.14962855488329385
10.0625 0.13337117811698107
10.075 0.11748248436128095
10.0875 0.10257329247590408
10.1 0.0891288309968109
10.1125 0.07749037487105626
10.125 0.06785125627558541
10.1375 0.06026531230174448
10.15 0.0546648576942238
10.1625 0.05088480542192242
10.175 0.04868977582748302
10.1875 0.04780137339045837
10.2 0.047923481910587096
10.2125 0.048764017636243606
10.225 0.050052187935622106
10.2375 0.05155082922166826
10.25 0.053063873601798484
10.2625 0.05443937144689452
10.275 0.05556877609174649
10.2875 0.05638337280424568
10.3 0.05684879158556198
10.3125 0.05695849693729149
10.325 0.056727032146027145
10.3375 0.05618361688929757
10.35 0.05536651361865287
10.3625 0.054318389228473006
10.375 0.0530827454021337
10.3875 0.05170137298149991
10.4 0.05021270546028559
10.4125 0.04865090857448988
10.425 0.04704552823566662
10.4375 0.04542153206318764
10.45 0.04379960668205183
10.4625 0.04219658801699276
10.475 0.040625955488521784
10.4875 0.03909832226880642
10.5 0.037621890384353006
10.5125 0.036202859512403485
10.525 0.03484577204975849
10.5375 0.03355380640842147
10.55 0.032329015622984764
10.5625 0.031172525681578526
10.575 0.03008469512528351
10.5875 0.02906524727774081
10.6 0.0281133774651828
10.6125 0.027227844367692003
10.625 0.026407046924248133
10.6375 0.02564908664858078
10.65 0.024951826722846203
10.6625 0.024312937648415942
10.675 0.023729940443058473
10.6875 0.023200244591578826
10.7 0.022721176265892398
10.7125 0.02229000895788926
10.725 0.021903985407983127
10.7375 0.02156033665862323
10.75 0.02125629941529108
10.7625 0.020989127835830394
10.775 0.02075610331043658
10.7875 0.02055454266672509
10.8 0.020381802115581906
10.8125 0.020235281628799243
10.825 0.020112424801287637
10.8375 0.02001072036073928
10.85 0.019927701695906037
10.8625 0.01986094637721063
10.875 0.019808074716672754
10.8875 0.019766750431676326
10.9 0.019734681012007437
10.9125 0.019709620517426467
10.925 0.019689370857231013
10.9375 0.019671788493431264
10.95 0.019654788454199615
10.9625 0.019636354679583676
10.975 0.019614545841181986
10.9875 0.019587507550954994
11.0 0.01955348354455468
11.0125 0.01951082614926035
11.025 0.019458010085332822
11.0375 0.019393642600967476
11.05 0.01931647664128497
11.0625 0.019225418742111134
11.075 0.01911954226481806
11.0875 0.01899809079721037
11.1 0.018860487319267927
