x y
-0.04950934657264365 0.109375
-0.04176753294565538 0.09062500000000001
-0.046875 0.06833225433303933
-0.05833509467379083 0.053125000000000006
-0.07187500000000001 0.042974473906442996
-0.09062500000000001 0.034399072040298566
-0.109375 0.029265646001546894
-0.12812500000000002 0.025633576363976417
-0.153125 0.02311471101642792
-0.178125 0.022758190199752705
-0.203125 0.02375720404124931
-0.22812500000000002 0.025877843999521567
-0.246875 0.02817564320950664
-0.27187500000000003 0.029413696791705152
-0.2917873259572907 0.028125
-0.3108545979962976 0.021875000000000002
-0.33437500000000003 0.018519380560160104
-0.35531981062818085 0.015625
-0.33437500000000003 0.015507583171608285
-0.309375 0.015386167313616316
-0.284375 0.015323492914278682
-0.259375 0.01527050426119843
-0.234375 0.0152462332298189
-0.209375 0.015274328255314138
-0.184375 0.015300484657873162
-0.15937500000000002 0.015279624422078104
-0.134375 0.015266568347810117
-0.109375 0.015240339298688736
-0.084375 0.015172864425975149
-0.059375000000000004 0.015126602039924183
-0.034375 0.015115335716367535
-0.009375000000000001 0.015081843900048547
0.015625 0.015031181323910145
0.040625 0.015024142309354473
0.065625 0.015010490833719272
0.09062500000000001 0.014981398007957936
0.115625 0.01498563679589938
0.140625 0.01500903075946529
0.16562500000000002 0.014992229028256698
0.19062500000000002 0.014977913674803361
0.215625 0.014994205382505326
0.240625 0.014983497477336984
0.265625 0.014975309102204876
0.290625 0.015005827036637578
0.31562500000000004 0.015031832451152988
0.340625 0.015023136324128373
0.36562500000000003 0.015045974984858736
0.390625 0.015087003641399
0.415625 0.015118446784707747
0.44062500000000004 0.015263922781501342
0.453125 0.018919372530932888
0.43680619309279406 0.028125
0.421875 0.03577824841560095
0.403125 0.04415882153080514
0.384375 0.051344489245286735
0.36562500000000003 0.057597177365621054
0.34687500000000004 0.06322668759373351
0.328125 0.0684876530357157
0.309375 0.07364493764017101
0.290625 0.07914110964586085
0.27187500000000003 0.08628989241177819
0.2579797521849525 0.096875
0.265625 0.11271856077566351
0.27988659553750966 0.12187500000000001
0.296875 0.12946961475513263
0.31562500000000004 0.13650396247360583
0.33437500000000003 0.14268887252861237
0.353125 0.14825566315324767
0.371875 0.15328222896640517
0.39687500000000003 0.1591851475293808
0.415625 0.1630273620896199
0.434375 0.16623389082235104
0.45937500000000003 0.16961823478330348
0.484375 0.17173508249021016
0.503125 0.1725884359265105
0.5281250000000001 0.17254964134798992
0.546875 0.17154842054899613
0.571875 0.16873812967396015
0.5906250000000001 0.16496794964259426
0.609435695736982 0.15937500000000002
0.628125 0.1514186555918152
0.6454700179050206 0.140625
0.659375 0.12895505466198703
0.671452928379425 0.115625
0.6806569096961727 0.10312500000000001
0.690625 0.08683750048432314
0.6980757434565882 0.07187500000000001
0.7049829674483223 0.053125000000000006
0.7075911482601166 0.028125
0.6974691081130165 0.009375000000000001
0.6843750000000001 0.002341443095394577
0.6616487645484693 -0.003125
0.640625 -0.004833357639447188
0.6156250000000001 -0.003831195001443118
0.596875 8.647147552614653e-5
0.5795705461931638 0.009375000000000001
0.568875424738173 0.021875000000000002
0.5583798527446279 0.034375
0.540625 0.04431443374458138
0.521875 0.03891001760428618
0.509375 0.02213344670407073
0.503125 0.008982521008819706
0.509375 -0.00871923025378786
0.5223485518198157 -0.015625
0.53644283157103 -0.028125
0.5415559079948646 -0.046875
0.5403136742727621 -0.065625
0.5341899846423759 -0.084375
0.5230470915236292 -0.10312500000000001
0.5117551154912869 -0.115625
0.496875 -0.1266293558869969
0.478125 -0.13410240036012755
0.45937500000000003 -0.13741550873581276
0.434375 -0.13707064923383014
0.415625 -0.13410566304637206
0.3936617383491661 -0.12812500000000002
0.3778079336689436 -0.12187500000000001
0.359375 -0.11124388230539135
0.34687500000000004 -0.09725279733519399
0.34687500000000004 -0.0826558131619161
0.3591075206450744 -0.065625
0.371875 -0.05506619356339069
0.384375 -0.046533728930376786
0.403125 -0.036294287356871326
0.4211323632016663 -0.028125
0.4350441190088514 -0.021875000000000002
0.4547684550882369 -0.015625
0.434375 -0.015203442874065982
0.40937500000000004 -0.015047225920830602
0.384375 -0.01499744594312446
0.359375 -0.01499746503227508
0.33437500000000003 -0.014971611634527381
0.309375 -0.014952851836702414
0.284375 -0.014971923377613593
0.259375 -0.014966585874727496
0.234375 -0.01496352350031717
0.209375 -0.014999132298450126
0.184375 -0.01503004328122788
0.15937500000000002 -0.015022109572974493
0.134375 -0.015039792648243788
0.109375 -0.015071025709247928
0.084375 -0.015073265897985582
0.059375000000000004 -0.015090687946549178
0.034375 -0.015136859900225673
0.009375000000000001 -0.015153795586732912
-0.015625 -0.015142974440221918
-0.040625 -0.015165549208493322
-0.065625 -0.015174604661255687
-0.09062500000000001 -0.015169194546829513
-0.115625 -0.01519998701083587
-0.140625 -0.015252868339338508
-0.16562500000000002 -0.015283090070885604
-0.19062500000000002 -0.015328960793720757
-0.215625 -0.015413307872060132
-0.240625 -0.015482694965282621
-0.265625 -0.015559134540688415
-0.278125 -0.016093560388716906
-0.253125 -0.01901624639829893
-0.23978940590496486 -0.028125
-0.23847918280578764 -0.053125000000000006
-0.246875 -0.06740038866941614
-0.259375 -0.07932532158261868
-0.278125 -0.08773896266992076
-0.296875 -0.09080455264455674
-0.321875 -0.09138178135905276
-0.340625 -0.09015316157568665
-0.36562500000000003 -0.08720636087228063
-0.384375 -0.08377138980849656
-0.40831298114268394 -0.078125
-0.42812500000000003 -0.07220998563358698
-0.44490358403892977 -0.065625
-0.45937500000000003 -0.05886928562693413
-0.4779101201466949 -0.046875
-0.49062500000000003 -0.035818838525956125
-0.49875444668120117 -0.021875000000000002
-0.5001283884540548 0.003125
-0.496875 0.02716004831390561
-0.48594411389926767 0.040625
-0.47187500000000004 0.052382140140003225
-0.45937500000000003 0.0598696708482683
-0.44062500000000004 0.06895851304217254
-0.421875 0.07535175557958793
-0.403125 0.07987123837982021
-0.37812500000000004 0.08341058222118605
-0.353125 0.08413211445496771
-0.328125 0.08229534325629204
-0.30312500000000003 0.08361845886851467
-0.284375 0.08989604297805721
-0.26761525935980307 0.096875
-0.25180565823315093 0.10312500000000001
-0.23424352793875797 0.109375
-0.2140047006479596 0.115625
-0.19062500000000002 0.12157190499252771
-0.171875 0.12541718354141873
-0.15232719552945126 0.12812500000000002
-0.12812500000000002 0.13012903649295285
-0.10312500000000001 0.12964426776176116
-0.084375 0.12699719392320383
-0.065625 0.12099715044963699
-0.04950934657264365 0.109375
-0.04950934657264365 0.109375

-0.353125 0.006495840588141886
-0.37812500000000004 0.006408725725155682
-0.403125 0.006328159251450239
-0.42812500000000003 0.006356311372325283
-0.453125 0.006389142312873079
-0.47624557450139554 0.003125
-0.45937500000000003 -0.00477003914835714
-0.434375 -0.006170153184286909
-0.40937500000000004 -0.0061291789129913985
-0.384375 -0.006144155333509021
-0.359375 -0.006079826507529761
-0.33437500000000003 -0.006073043825050726
-0.309375 -0.006092781868649677
-0.284375 -0.006012615627104348
-0.259375 -0.005908884844846975
-0.234375 -0.005888478470105159
-0.209375 -0.005826053783571561
-0.184375 -0.005720205446218106
-0.15937500000000002 -0.005749352126740147
-0.134375 -0.005820705527032579
-0.109375 -0.00579404877784284
-0.084375 -0.005828100736189967
-0.059375000000000004 -0.005957377002245207
-0.034375 -0.005994745290012328
-0.009375000000000001 -0.006046349214950811
0.015625 -0.00619050664721103
0.040625 -0.00625951093009635
0.065625 -0.006259156744806831
0.09062500000000001 -0.006332340094610994
0.115625 -0.006393592614521738
0.140625 -0.006372504458160061
0.16562500000000002 -0.006415812052887009
0.19062500000000002 -0.006501662001951883
0.215625 -0.006498256655245895
0.240625 -0.006482309132620541
0.265625 -0.0065414695655669226
0.290625 -0.006549417880761767
0.31562500000000004 -0.006520330894977388
0.340625 -0.006575462837207382
0.36562500000000003 -0.006615356788311005
0.390625 -0.006566954083986989
0.415625 -0.006551863475606938
0.44062500000000004 -0.006469076255159334
0.465625 -0.006989345224389993
0.484375 -0.011419304164619518
0.49062500000000003 -0.001807533056854378
0.48352061597189505 0.009375000000000001
0.45937500000000003 0.005823585341186754
0.434375 0.006207595400724459
0.40937500000000004 0.006248728629648686
0.384375 0.00630639605699246
0.359375 0.006285477652871126
0.33437500000000003 0.0063320557816360845
0.309375 0.006426229831327268
0.284375 0.006429177365438332
0.259375 0.006417475213550871
0.234375 0.006483471929896085
0.209375 0.006498877009451624
0.184375 0.006478709015947973
0.15937500000000002 0.006546700694063469
0.134375 0.006605565682260558
0.109375 0.0065887874964781785
0.084375 0.00661747062552169
0.059375000000000004 0.0066902740674423915
0.034375 0.006694300310398948
0.009375000000000001 0.0067250707568716865
-0.015625 0.006833312494091623
-0.040625 0.00688838648696708
-0.065625 0.006887598289682436
-0.09062500000000001 0.006943757255881209
-0.115625 0.006989413050644258
-0.140625 0.006950311364447983
-0.16562500000000002 0.006941934738589764
-0.19062500000000002 0.006956168843603912
-0.215625 0.006878219188026758
-0.240625 0.006772863739992411
-0.265625 0.006729476527513808
-0.290625 0.00664045359618003
-0.31562500000000004 0.006530892229650226
-0.340625 0.006509419441835156
-0.353125 0.006495840588141886

0.846875 -0.00528718623833143
0.821875 -0.007833282320055803
0.8031250000000001 -0.010700430467061657
0.7823100626904778 -0.015625
