0.0	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
0.2	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
0.4	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
0.6	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
0.8	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
1.0	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
1.2	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
1.4	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
1.6	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
1.8	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
2.0	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
2.2	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
2.4	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
2.6	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
2.8	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
3.0	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
3.2	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
3.4	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
3.6	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
3.8	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
4.0	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
4.2	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
4.4	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
4.6	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
4.8	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
5.0	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
5.2	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
5.4	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
5.6	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
5.8	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
6.0	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
6.2	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
6.4	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
6.6	-0.0	1.0	1.0	1.0	1.0	-1.2421719271927534e-16	-1.3555509791043972e-16	-1.2510947507080011e-16	-1.3062920560041873e-16
